id,feat1,feat2,feat7,feat8,feat9,feat10,feat11,feat13,feat14,feat15,feat17,feat18,feat19,feat20,price
27,0.276069519,1,0.387096774,0.666666667,0.558333333,0.428571429,0,0.147628591,0.231016043,0.5,0,1,1,1,0
28,0.108957219,0,0.419354839,0.888888889,0.216666667,0.571428571,0.25,0.665998664,0.477005348,0.857142857,0.944444444,1,1,0,1
29,0.006684492,1,0.516129032,0.888888889,0.375,1,0.65,0.524382098,0.804010695,0.642857143,0.666666667,1,0,0,2
30,0.964572193,1,0.387096774,0.444444444,0.1,0.428571429,0.45,0.141616566,0.551871658,1,0.277777778,1,0,1,2
31,0.444518717,1,0.919354839,0.444444444,0,0,0.55,0.092184369,0.970320856,0.214285714,0.277777778,1,0,1,3
32,0.869652406,1,0.403225806,0.444444444,0.3,0.571428571,0.8,0.309285237,0.435026738,0.357142857,0.277777778,1,1,0,2
33,0.309491979,0,0.322580645,0.666666667,0.05,1,0,0.490313961,0.620053476,0.857142857,0.166666667,1,1,0,2
34,0.857620321,0,0.629032258,0.333333333,0.7,0.714285714,1,0.625918504,0.549465241,0.642857143,0.5,0,1,0,2
35,0.346925134,0,0.080645161,0.666666667,0.133333333,0.285714286,0.9,0.743486974,0.236363636,0.571428571,0.333333333,1,0,1,1
36,0.114304813,0,0.532258065,0,0.158333333,1,0.85,0.512358049,0.306149733,0.785714286,0.222222222,1,0,0,0
37,0.481283422,0,0.532258065,0.333333333,0.6,0.857142857,0.95,0.934535738,0.636363636,1,0.666666667,1,1,1,2
38,0.038101604,1,0.758064516,0.777777778,0.516666667,0.571428571,0.2,0.738142953,0.035828877,0.357142857,0.333333333,1,1,1,0
39,0.010026738,0,0.596774194,0.333333333,0.091666667,0.571428571,0.35,0.601870407,0.15,0.214285714,0.444444444,1,1,1,0
40,0.314839572,1,0.177419355,0.333333333,0.941666667,0.571428571,0.4,0.86506346,0.362834225,0.428571429,0.611111111,0,1,0,1
41,0.106283422,0,0.612903226,0.444444444,0.258333333,0.142857143,0.5,0.452905812,0.088235294,0.071428571,0.888888889,1,1,1,0
42,0.172459893,0,0.596774194,0.222222222,0.683333333,0.142857143,0.4,0.545758183,0.189839572,0.071428571,0,1,0,0,0
43,0.509358289,1,0.048387097,0.333333333,0.55,0.714285714,0.15,0.740814963,0.454545455,0.285714286,0.111111111,1,1,1,2
44,0.597593583,0,0.338709677,0,0.258333333,0.285714286,0.05,0.136940548,0.618449198,0.428571429,0.611111111,1,0,1,2
45,0.393716578,0,0.403225806,0,0.091666667,0.428571429,0.8,0.941883768,0.292513369,0,0.5,0,1,0,1
46,0.310160428,1,0.822580645,1,0.425,1,0.95,0.102204409,0.793850267,0.5,0.333333333,1,0,0,2
47,0.575534759,1,0.725806452,0.444444444,0.883333333,0.714285714,0.2,0.362057448,0.901336898,1,0.166666667,0,1,1,3
48,0.998663102,1,0.387096774,0.111111111,0.408333333,0,0.75,0.403473614,0.284491979,0.714285714,0.277777778,0,1,1,1
49,0.872326203,1,0.838709677,0,0.308333333,0,0.55,0.151636607,0.771122995,0.571428571,0.222222222,1,0,1,3
50,0.909759358,0,0.967741935,1,0.85,0,0.1,0.364729459,0.202941176,0.428571429,0.388888889,1,0,0,1
51,0.04144385,0,0.725806452,0.222222222,0.291666667,0.857142857,0.6,0.122912492,0.736363636,0.642857143,0.722222222,1,0,0,2
52,0.064839572,1,0.967741935,0,0.308333333,1,0.45,0.176352705,0.750802139,0.428571429,0.944444444,1,1,0,2
53,0.02473262,0,0,0.777777778,0.808333333,0.857142857,0.65,0.108216433,0.042513369,0.214285714,0.388888889,1,0,1,0
54,0.014705882,0,0.193548387,0,0.625,1,0.1,0.362057448,0.312566845,0.285714286,0.388888889,0,1,0,0
55,0.197192513,0,0.161290323,0.444444444,0.283333333,0,0.4,0.012024048,0.218449198,0.142857143,0,0,1,0,0
56,0.860294118,0,0.064516129,0.111111111,0.508333333,0.714285714,0.8,0.348697395,0.551604278,0.142857143,1,1,1,0,2
57,0.05013369,0,0.451612903,0.777777778,0.683333333,1,0.25,0.26252505,0.679679144,0.428571429,0.777777778,0,1,1,2
58,0.515374332,1,0.322580645,0.888888889,0.441666667,0.714285714,0.4,0.112892452,0.528609626,1,0.111111111,1,0,0,1
59,0.088235294,1,0.758064516,0,0.491666667,1,0.05,0.34001336,0.882887701,0.428571429,0.777777778,1,1,1,2
60,0.080213904,1,0.838709677,0,0.591666667,0.428571429,1,0.273881096,0.679946524,0.071428571,0.166666667,1,1,1,2
61,0.932486631,0,0.080645161,0.333333333,0.508333333,0.142857143,0.65,0.196392786,0.916042781,0.285714286,0.888888889,1,0,0,3
62,0.771390374,1,0.032258065,0,0.208333333,0.285714286,0.6,0.566466266,0.110962567,0.357142857,0.555555556,1,0,0,0
63,0.814839572,1,0.274193548,0,0.475,0.142857143,0.15,0.09752839,0.257754011,0.571428571,0.277777778,0,0,0,1
64,0.876336898,1,0.64516129,1,0.683333333,0.857142857,0.75,0.701402806,0.823529412,0.928571429,0.5,1,1,1,3
65,0.443850267,1,0.629032258,0.111111111,0.816666667,0.714285714,0.6,0.221108884,0.135294118,1,0.722222222,1,0,0,0
66,0.728609626,1,0.758064516,0.333333333,0.616666667,0.714285714,0.35,0.923847695,0.921122995,0.857142857,1,1,1,0,3
67,0.389037433,1,0.596774194,1,0.775,1,0.1,0.028056112,0.799465241,0.214285714,0.222222222,1,0,1,2
68,0.686497326,0,0.564516129,0.111111111,0.633333333,1,0.15,0.042752171,0.127005348,0.714285714,0.666666667,1,1,0,0
69,0.764037433,0,0.677419355,1,0.475,1,0,0.194388778,0.562032086,0.142857143,0.944444444,1,0,0,2
70,0.745320856,1,0.806451613,0,0.166666667,0.571428571,0.4,0.422845691,0.106684492,0.142857143,0,1,1,0,0
71,0.066176471,0,0.741935484,0.777777778,0.925,0.285714286,0.35,0.644622578,0.838235294,0.5,0.333333333,1,0,0,2
72,0.709224599,1,0.080645161,0.111111111,0.916666667,0.571428571,0.75,0.69004676,0.530748663,0.5,0.222222222,1,0,0,2
73,0.375668449,0,0.741935484,1,0.4,0.571428571,0.2,0.122244489,0.709090909,0.714285714,0.388888889,1,1,1,2
74,0.144385027,0,0.193548387,0,0.158333333,1,0.3,0.989311957,0.099197861,0.785714286,1,1,0,0,0
75,0.727272727,1,0.387096774,0,0.166666667,1,0.8,0.841015364,0.992513369,0.785714286,0.888888889,1,0,1,3
76,0.217914439,0,0.258064516,0.888888889,0.666666667,0.142857143,0.8,0.214428858,0.375668449,0.642857143,0.833333333,1,1,1,0
77,0.685160428,0,0.338709677,0.111111111,0.308333333,0.857142857,0.4,0.167668671,0.526470588,0.928571429,0.055555556,1,1,0,2
78,0.947192513,0,0.322580645,0.222222222,0.491666667,0,0.25,0.469605878,0.297058824,0.285714286,0.222222222,0,1,1,1
79,0.854278075,1,0.048387097,0.777777778,0.083333333,0,0.15,0.812959252,0.264171123,0.5,1,0,1,0,1
80,0.326203209,1,0.35483871,0.555555556,0.633333333,1,0.85,0.119572478,0.684759358,0.785714286,0.166666667,1,0,1,2
81,0.762032086,0,0.741935484,0.666666667,0.141666667,1,0.35,0.997995992,0.384224599,0.571428571,0.833333333,1,0,1,2
82,0.345588235,0,0.225806452,0.555555556,0.608333333,1,0.5,0.623246493,0.771390374,0.857142857,1,0,1,0,3
83,0.736631016,1,0.241935484,0.444444444,0.283333333,0.142857143,0.4,0.472277889,0.368716578,0.857142857,0.5,1,0,1,1
84,0.909090909,1,0.85483871,0.444444444,0.566666667,0.857142857,0.4,0.919839679,0.09171123,0.142857143,0.111111111,1,0,0,1
85,0.252673797,1,0.193548387,0.666666667,0.025,0.714285714,0.75,0.404141617,0.024331551,0.785714286,0,1,0,1,0
86,0.356283422,1,0.564516129,0.666666667,0.333333333,0.857142857,1,0.466933868,0.90026738,0.857142857,0.555555556,0,1,1,3
87,0.340909091,0,0.548387097,0.111111111,0.425,0.857142857,0.9,0.166332665,0.535561497,0.142857143,0.777777778,1,1,1,1
88,0.637032086,1,0.516129032,0.666666667,0.025,0.428571429,0.15,0.356045424,0.845187166,0.142857143,0.166666667,1,1,0,3
89,0.193181818,0,0.677419355,0,0.075,1,0.4,0.625918504,0.846524064,0.571428571,0.388888889,1,1,0,3
90,0.93315508,0,0.306451613,0.444444444,0.933333333,1,0.1,0.958583834,0.004010695,0.857142857,0.055555556,1,1,1,0
91,0.177807487,0,0.129032258,0.444444444,0.225,0.428571429,0.6,0.998663995,0.550534759,0.071428571,0.555555556,1,1,1,2
92,0.901069519,1,0.209677419,0.333333333,0.533333333,0.571428571,0.95,0.416165665,0.852673797,0.642857143,0.944444444,1,0,1,3
93,0.911096257,0,0.709677419,0.666666667,0.816666667,0,0.6,0.321309285,0.649197861,0.428571429,0.888888889,1,1,1,2
94,0.657754011,0,0.677419355,0,0.483333333,0.428571429,0.7,0.183032732,0.805614973,0.642857143,0.333333333,1,1,0,3
95,0.995989305,0,0.209677419,0,0.841666667,0,0.65,0.358717435,0.428609626,0.214285714,0.833333333,1,1,1,1
96,0.411764706,1,0.467741935,0.111111111,0.55,0.142857143,0.35,0.752839011,0.46657754,0.214285714,0.666666667,0,1,1,2
97,0.105614973,0,0.016129032,0,0.041666667,1,0.3,0.10487642,0.189572193,0.357142857,0.666666667,1,0,1,0
98,0.066176471,1,0.064516129,0.777777778,0.991666667,0.142857143,0.75,0.355377422,0.865508021,0.857142857,0.277777778,1,1,0,2
99,0.420454545,1,0.435483871,0.666666667,0.416666667,0,0.7,0.55243821,0.046524064,0.071428571,0.444444444,1,1,1,0
100,0.137032086,0,0.467741935,0,0.233333333,0.285714286,0.95,0.29258517,0.577807487,0.214285714,0.111111111,1,0,1,1
101,0.459893048,1,0.096774194,0.444444444,0.983333333,0.285714286,0.7,0.288577154,0.169786096,0.285714286,0.611111111,1,1,0,0
102,0.004010695,1,0.596774194,0.666666667,0.516666667,0,0,0.39011356,0.498930481,0.071428571,0.555555556,1,1,0,1
103,0.252005348,1,0.467741935,0.444444444,0.608333333,0.428571429,0.9,0.078824315,0.866042781,0.285714286,0.5,1,1,0,2
104,0.665106952,1,0.064516129,0.444444444,0.041666667,0.285714286,0.45,0.589846359,0.885828877,0.785714286,0.5,1,1,1,3
105,0.622326203,1,0.596774194,0.222222222,0.7,0.428571429,0.9,0.298597194,0.065775401,0.642857143,0.444444444,1,1,0,0
106,0.368983957,1,0.693548387,0.222222222,0.191666667,0,0.6,0.846359385,0.756149733,0.857142857,0.166666667,1,1,1,3
107,0.810160428,0,0.403225806,0.888888889,0.391666667,0.857142857,0.15,0.316633267,0.574331551,0.571428571,1,1,0,1,2
108,0.329545455,0,0.612903226,0.888888889,0.7,0.142857143,0.85,0.226452906,0.760962567,0.857142857,0.5,0,0,0,2
109,0.362299465,1,0.64516129,0,0.258333333,0.285714286,0.4,0.752171009,0.17486631,0.785714286,0.222222222,0,1,0,0
110,0.951203209,0,0.919354839,0.888888889,0.466666667,0.714285714,0,0.950567802,0.905882353,0.357142857,0.777777778,1,0,1,3
111,0.543449198,0,0.629032258,0,0.625,0.428571429,0.6,0.051436206,0.098395722,0.357142857,0.111111111,1,1,1,0
112,0.036096257,1,0.241935484,0.111111111,0.691666667,0.571428571,0.6,0.340681363,0.022727273,1,0.055555556,0,1,1,0
113,0.168449198,1,0.741935484,0,0.341666667,1,1,0.54509018,0.862566845,0.428571429,0.777777778,1,0,0,3
114,0.546122995,0,0.14516129,0.777777778,0.9,0.142857143,0.75,0.728790915,0.406951872,0.5,0,1,0,0,1
115,0.999331551,0,0.790322581,0.333333333,0.35,0.428571429,0.45,0.631262525,0.528877005,0.214285714,0.555555556,1,0,1,2
116,0.542112299,0,0.129032258,0.555555556,0.691666667,0.142857143,0.45,0.26252505,0.984759358,0.071428571,0.611111111,1,1,1,3
117,0.462566845,1,0.870967742,0.333333333,0.966666667,0.285714286,0.85,0.243152973,0.571122995,1,0.666666667,1,1,0,2
118,0.075534759,1,0.790322581,0,0.816666667,0.857142857,0.35,0.360721443,0.694117647,0.357142857,0.555555556,1,0,1,2
119,0.205213904,1,0.709677419,0.444444444,0.208333333,1,0.75,0.019372077,0.220320856,0.714285714,0.444444444,1,0,1,0
120,0.581550802,0,0.806451613,0.444444444,0.725,0.428571429,0.95,0.108884436,0.742245989,0.571428571,0.333333333,0,0,0,2
121,0.919117647,0,0.870967742,0.333333333,0.85,0.285714286,0.2,0.056780227,0.738770053,0.5,0.888888889,1,0,0,2
122,0.487967914,0,0.838709677,0.777777778,0.875,0.285714286,0.5,0.456913828,0.402139037,0,0.222222222,1,1,0,1
123,0.290775401,1,0.887096774,0.111111111,0.408333333,0.142857143,0.3,0.29258517,0.478877005,0.5,0.166666667,1,1,0,1
124,0.745989305,1,0.548387097,0.777777778,0.041666667,0,0.45,0.618570474,0.010160428,0,0.277777778,1,0,0,0
125,0.195187166,0,0.580645161,0.555555556,0.8,0.428571429,0.35,0.878423514,0.770320856,0.071428571,0.555555556,1,1,1,3
126,0.719919786,0,0.016129032,0.888888889,1,0,1,0.113560454,0.862299465,0.857142857,0.777777778,1,0,0,3
127,0.39171123,0,0.225806452,0.222222222,0.716666667,0.285714286,0.45,0.059452238,0.115508021,0.642857143,0.222222222,1,0,1,0
128,0.146390374,1,0.951612903,0.555555556,0.133333333,0.857142857,0.4,0.823647295,0.679411765,0,0.722222222,1,0,1,3
129,0.920454545,0,0.870967742,0.222222222,0.491666667,0.571428571,0.65,0.039412158,0.655882353,0.214285714,0.055555556,1,1,1,2
130,0.610294118,0,0.403225806,0.555555556,0.475,0.428571429,1,0.710754843,0.014438503,0,0.333333333,0,0,1,0
131,0.364304813,1,0.903225806,0.111111111,0.166666667,1,0,0.360721443,0.963903743,0.857142857,0.388888889,1,1,1,3
132,0.262700535,0,0.774193548,0.444444444,0.991666667,0.285714286,0.7,0.64261857,0.897593583,0.571428571,0.222222222,1,0,1,3
133,0.984625668,0,0.35483871,0.222222222,0,0.857142857,0.65,0.03006012,0.161229947,0.142857143,0.222222222,1,0,1,0
134,0.182486631,1,0.85483871,0.888888889,0.366666667,0.285714286,0.9,0.264529058,0.978074866,0.214285714,0.555555556,1,1,0,3
135,0.686497326,1,0.85483871,0.777777778,0.408333333,0.571428571,0.3,0.843019372,0.273796791,0.428571429,0.5,1,1,1,1
136,0.91644385,1,0.677419355,0.666666667,0.45,0.285714286,0.75,0.507014028,0.453743316,0.285714286,0.722222222,1,0,1,2
137,0.531417112,0,0.14516129,0.111111111,0.408333333,0.857142857,0.2,0.589178357,0.613368984,1,0.444444444,1,1,1,2
138,0.570855615,0,0.338709677,0.111111111,0.433333333,0.571428571,0.8,0.261189045,0.16631016,1,0.333333333,1,1,0,0
139,0.262700535,0,0.838709677,0.111111111,0.416666667,0.285714286,0.75,0.02738811,0.687433155,0.428571429,0.611111111,1,0,1,2
140,0.727272727,0,0.709677419,0.333333333,0.033333333,0.285714286,0.8,0.293921176,0.565508021,0.428571429,1,1,1,0,2
141,0.735962567,1,0.580645161,0.666666667,0.283333333,0.285714286,1,0.19238477,0.20828877,0.214285714,1,1,0,0,0
142,0.245989305,0,0.516129032,0,0.2,0.142857143,0.2,0.026052104,0.964171123,0.571428571,0.5,1,0,0,3
143,0.253342246,1,0.5,0.666666667,0.775,0.142857143,0.1,0.567802271,0.309090909,0.5,0.277777778,1,1,0,0
144,0.115641711,1,0.096774194,0.111111111,0.108333333,0.285714286,0,0.181696727,0.088502674,0.928571429,0.111111111,1,1,0,0
145,0.888368984,0,0.080645161,0.888888889,0.925,0.714285714,0.6,0.723446894,0.555080214,0.214285714,0.666666667,0,1,0,2
146,0.159090909,1,0.903225806,0,0.066666667,0.285714286,0.2,0.692050768,0.05802139,0.142857143,0.222222222,1,0,1,0
147,0.725935829,1,0.774193548,0.888888889,0.566666667,1,0.75,0.249832999,0.054278075,0.857142857,0.111111111,1,0,1,0
148,0.540775401,1,0.887096774,0.888888889,0.458333333,1,0.45,0.259853039,0.245187166,0.785714286,0.333333333,0,0,0,0
149,0.90842246,1,0.338709677,0.555555556,0.683333333,0.428571429,0.8,0.672010688,0.978609626,0.285714286,0.333333333,0,1,0,3
150,0.419117647,1,0.822580645,0.333333333,0.033333333,0.571428571,0.7,0.581162325,0.728342246,0.642857143,0.555555556,1,1,0,3
151,0.818181818,1,0.064516129,0.444444444,0.325,0.142857143,0.9,0.539078156,0.847860963,0.071428571,0.111111111,1,1,0,3
152,0.747326203,1,0.290322581,0.888888889,0.308333333,0.714285714,0.45,0.454241817,0.055080214,0.142857143,0.777777778,1,0,1,0
153,0.499331551,0,0.112903226,0.333333333,0.075,0.285714286,0.4,0.792251169,0.587165775,0.285714286,0.611111111,1,1,0,2
154,0.111631016,0,0.016129032,0,0.625,0.571428571,0.65,0.469605878,0.665240642,0.285714286,0.333333333,1,1,1,2
155,0.104278075,0,0.564516129,0.666666667,0.508333333,0.142857143,0.05,0.307949232,0.30855615,0.642857143,0.888888889,0,1,0,0
156,0.006684492,1,0.774193548,0,0.791666667,0.285714286,0.8,0.081496326,0.327807487,0.285714286,0.333333333,1,0,0,0
157,0.215240642,1,0.935483871,0.444444444,0.566666667,1,0.95,0.633934536,0.172994652,0.642857143,0.833333333,1,1,1,0
158,0.351604278,1,0.258064516,1,0.55,0.857142857,0.55,0.022712091,0.260962567,0.142857143,0.666666667,1,0,1,0
159,0.828877005,1,0.85483871,0,0.5,0.571428571,0.15,0.170340681,0.619518717,0.571428571,0.277777778,1,1,1,2
160,0.511363636,0,0.048387097,0,0.125,0.714285714,0.45,0.800267201,0.382085561,0.428571429,0.888888889,1,0,0,2
161,0.925802139,0,0.35483871,0.333333333,0.266666667,0.285714286,0.05,0.973947896,0.246256684,0.785714286,1,1,0,1,1
162,0.656417112,0,0.838709677,0.111111111,0.8,0.857142857,0.1,0.172344689,0.425935829,0.714285714,0,1,1,0,1
163,0.723262032,0,0.193548387,0.111111111,0.566666667,0.142857143,0.2,0.783567134,0.598930481,0.571428571,0.333333333,0,0,1,2
164,0.761363636,0,0.548387097,0.888888889,0.058333333,1,0.55,0.87241149,0.795989305,0.071428571,0.444444444,1,0,1,3
165,0.001336898,0,0.096774194,0.333333333,0.258333333,0.285714286,0.65,0.497661991,0.621657754,0.428571429,0.555555556,1,0,0,1
166,0.340240642,1,0.096774194,0.888888889,0.491666667,0.571428571,0.15,0.305277221,0.632887701,0.714285714,0.555555556,1,1,0,2
167,0.372326203,0,0.274193548,0.333333333,0.716666667,0.428571429,0.7,0.498997996,0.042780749,0.285714286,0.777777778,0,0,1,0
168,0.518716578,0,0.629032258,0.222222222,1,0.428571429,0.15,0.394121576,0.045721925,0.285714286,0.666666667,1,1,1,0
169,0.769385027,1,0.548387097,0.666666667,0.075,0.428571429,0.25,0.510354041,0.556149733,0.5,1,0,0,0,2
170,0.67513369,0,0.306451613,0.111111111,0.283333333,0.285714286,0.9,0.98997996,0.932620321,0.357142857,0.166666667,1,0,0,3
171,0.802807487,1,0.806451613,0.444444444,0.541666667,0.142857143,0.75,0.661990648,0.59973262,0.785714286,0.111111111,1,0,0,3
172,0.074197861,1,0.290322581,0.777777778,0.825,1,0.3,0.659318637,0.80855615,0.785714286,0.888888889,1,1,1,3
173,0.889037433,0,0.661290323,0.888888889,0.583333333,0.571428571,0.25,0.588510354,0.956149733,0.857142857,0.611111111,1,1,1,3
174,0.609625668,0,0.596774194,0,0.875,0.571428571,0.6,0.546426186,0.967914439,1,0.111111111,1,0,0,3
175,0.281417112,0,0.532258065,0.888888889,0.9,0.857142857,0.75,0.589846359,0.242513369,1,0.111111111,1,1,1,0
176,0.526737968,0,0.225806452,0.888888889,0.675,0.714285714,0.85,0.904475618,0.777807487,0.642857143,1,1,1,0,3
177,0.245320856,0,0.451612903,0.777777778,0.025,0.428571429,0,0.351369405,0.372994652,0.428571429,0.833333333,1,0,0,1
178,0.379010695,0,0.693548387,0.555555556,0.95,0.571428571,0.05,0.667334669,0.4,0.857142857,0.388888889,1,0,1,1
179,0.718582888,1,0.048387097,0.666666667,0.491666667,0.285714286,0.85,0.193052772,0.97486631,0,0.277777778,1,1,1,3
180,0.701203209,1,0.483870968,0,0.383333333,0.857142857,0.25,0.74749499,0.351069519,0.5,0.666666667,0,0,0,2
181,0.419117647,1,0.5,0.555555556,0.558333333,1,0.35,0.48496994,0.316042781,0.857142857,0.944444444,1,0,0,1
182,0.699197861,0,0.693548387,0.666666667,0.716666667,0.142857143,0.4,0.06012024,0.066042781,0.5,0.055555556,0,1,1,0
183,0.92513369,0,0.193548387,0.555555556,0.1,0.428571429,0.75,0.679358717,0.272459893,0.285714286,0.777777778,1,0,1,1
184,0.220588235,0,0.387096774,0.666666667,0.808333333,0.571428571,0.55,0.080828323,0.386631016,0.071428571,1,1,1,1,0
185,0.413101604,0,0.338709677,0.333333333,0.7,0.428571429,0.05,0.277221109,0.872192513,0.142857143,0.277777778,1,0,0,3
186,0.822860963,0,0.951612903,0.222222222,0.766666667,0.571428571,0.15,0.104208417,0.984491979,0.857142857,1,0,1,1,3
187,0.068181818,0,0.161290323,0.666666667,0.283333333,0.714285714,1,0.523714095,0.343582888,0.142857143,0.944444444,1,1,0,1
188,0.322860963,1,0.64516129,0.777777778,0.15,0.857142857,0.85,0.742150969,0.171122995,0.785714286,0.611111111,1,1,0,0
189,0.712566845,0,0.322580645,0.444444444,0.325,0.714285714,0.3,0.748830995,0.549197861,0.285714286,0.888888889,1,0,0,2
190,0.786096257,0,0.14516129,0.666666667,0.366666667,0.714285714,0.4,0.652638611,0.939304813,0.714285714,0.555555556,1,0,0,3
191,0.179144385,1,0.112903226,0,0.85,0.571428571,0.05,0.249832999,0.986096257,0,0.277777778,0,0,0,3
192,0.457219251,0,0.467741935,0.333333333,0.6,1,0.35,0.762859051,0.585294118,0.785714286,0.055555556,1,1,1,2
193,0.957887701,1,0,0,0.316666667,0.428571429,0.8,0.418837675,0.51657754,0.928571429,0.388888889,1,0,1,2
194,0.617647059,1,0.5,0.444444444,0.075,0.285714286,0.1,0.766867067,0.939304813,0.357142857,0.388888889,1,0,1,3
195,0.510695187,0,0.758064516,0.444444444,0.083333333,0,0.25,0.1249165,0.336898396,0.785714286,0.333333333,1,0,1,1
196,0.701203209,1,0.306451613,0.777777778,0.441666667,0.142857143,0.55,0.221776887,0.556149733,0.785714286,0.722222222,0,1,0,2
197,0.223262032,0,0.080645161,0.111111111,0.175,0.428571429,0.35,0.73747495,0.246791444,0.571428571,0.722222222,1,1,1,0
198,0.470588235,0,0.161290323,0.555555556,0.791666667,0.428571429,0.3,0.076152305,0.160962567,0.642857143,0.666666667,1,0,1,0
199,0.998663102,1,0.112903226,0.777777778,0.491666667,0.714285714,0.9,0.977287909,0.252673797,0.642857143,0.888888889,1,1,1,2
200,0.731951872,0,0.080645161,0.666666667,0.575,0.142857143,0.45,0.460921844,0.597593583,0.642857143,0.611111111,1,1,1,2
201,0.558823529,0,0.467741935,0.777777778,0.883333333,0.142857143,1,0.096192385,0.513903743,0.142857143,0.777777778,1,0,1,1
202,0.986631016,1,0.838709677,1,0.758333333,0.857142857,0.9,0.495657983,0.45802139,0.928571429,0.666666667,1,1,0,2
203,0.377673797,0,0.596774194,0.555555556,0.425,0.571428571,0.85,0.725450902,0.660427807,0.071428571,0.833333333,1,1,1,2
204,0.334893048,0,0.532258065,0.444444444,0.025,0.142857143,0.2,0.611890448,0.392513369,0.785714286,0.944444444,1,0,1,1
205,0.148395722,1,0.451612903,0.222222222,0.183333333,0,0.35,0.935871743,0.556417112,1,0.833333333,0,1,1,2
206,0.843582888,0,0.129032258,0.111111111,0.866666667,0.285714286,0.95,0.930527722,0.142780749,0.857142857,0.611111111,1,0,1,0
207,0.943850267,1,0.435483871,0.555555556,0.258333333,0.571428571,0.2,0.161656647,0.471925134,0.857142857,0.333333333,1,1,0,2
208,0.615641711,0,0.016129032,0,0.266666667,0,0.85,0.284569138,0.067112299,1,0.055555556,1,1,1,0
209,0.289438503,0,0.35483871,0.777777778,0.266666667,0.571428571,0.6,0.643286573,0.202941176,0.5,0.388888889,0,0,1,0
210,0.334224599,0,0.612903226,0.111111111,0.308333333,0.285714286,0.35,0.89245157,0.90802139,0.571428571,0.444444444,1,1,1,3
